"A1_S5";"A1_S6";"A2_S6";"A2_S7";"A3_S7";"A3_S8";"E1_S8";"E1_S9";"E1_SG_S15";"E2_S10";"E2_S9";"E2_SG_S16";"E3_SG_S17";"TP1a_S_S6";"TP1a_S14";"TP1a_S16";"TP1b_S_S7";"TP1b_S15";"TP1b_S17";"TP1c_S_S10";"TP2a_S_S8";"TP2a_S16";"TP2a_S18";"TP2b_S_S9";"TP2b_S17";"TP2b_S19";"TP2c_S_S11";"W1_S10";"W1_S11";"W1_SG_S12";"W2_S11";"W2_S13";"W2_SG_S13";"W3_SG_S14";"WA3_S12";"WA3_S14";"WE_S13";"WE_S15";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"1";"7";"5";"5";"4";"8";"15";"53";"242";"138";"71";"84";"22";"224";"2";"5";"148";"4";"8";"184";"22";"8";"38";"130";"0";"3";"946";"30";"65";"13";"30";"62";"6";"11";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Lentibacter"
"0";"0";"0";"0";"0";"0";"26";"12";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2497";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";NA
"0";"0";"1";"1";"0";"0";"28";"44";"1417";"0";"1";"298";"239";"89";"5";"11";"46";"59";"94";"16";"21";"6";"31";"26";"7";"15";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";NA;NA;NA;NA;NA;"Bacteria";NA;NA;NA;NA;NA
"3";"4";"2";"5";"2";"1";"0";"0";"10";"7";"5";"297";"146";"634";"1";"2";"634";"34";"66";"190";"4";"4";"46";"271";"2";"3";"9";"9";"24";"2";"6";"14";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Erythrobacter";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Erythrobacter"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"39";"811";"45";"61";"907";"424";"0";"0";"38";"46";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Actinomarinales";"Actinomarinaceae";"Candidatus_Actinomarina";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Actinomarinales";"Actinomarinaceae";"Candidatus_Actinomarina"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"6";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"358";"766";"17";"359";"651";"39";"62";"0";"0";"9";"14";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Vibrionales";"Vibrionaceae";"Aliivibrio";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Vibrionales";"Vibrionaceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"20";"30";"765";"10";"15";"924";"480";"0";"0";"21";"25";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"SAR11_clade";"Clade_II";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"SAR11_clade";"Clade_II";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"218";"321";"260";"225";"316";"225";"519";"0";"0";"73";"113";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"NS5_marine_group";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"NS5_marine_group"
"11";"22";"11";"38";"21";"72";"0";"0";"4";"2";"1";"26";"150";"185";"33";"74";"322";"142";"371";"149";"18";"25";"270";"72";"0";"1";"198";"2";"12";"0";"8";"19";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Halovulum";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"14";"22";"0";"0";"1";"0";"1";"0";"208";"8";"2";"312";"38";"36";"27";"27";"178";"331";"430";"132";"184";"3";"33";"187";"18";"54";"5";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";NA
"38";"84";"43";"87";"41";"121";"0";"0";"34";"0";"0";"290";"71";"19";"8";"16";"116";"88";"167";"156";"533";"5";"45";"232";"5";"22";"2";"0";"0";"0";"4";"9";"0";"0";"0";"0";"0";"0";"Bacteria";"Dadabacteria";"Dadabacteriia";"Dadabacteriales";NA;NA;"Bacteria";"Dadabacteria";"Dadabacteriia";"Dadabacteriales";NA;NA
"4";"11";"3";"2";"1";"4";"0";"1";"523";"0";"0";"82";"24";"97";"26";"29";"212";"230";"453";"219";"33";"4";"38";"96";"7";"37";"65";"0";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Parvularculaceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Parvularculaceae";NA
"0";"0";"2";"4";"0";"0";"149";"353";"962";"24";"7";"168";"39";"26";"20";"30";"7";"42";"69";"23";"14";"21";"54";"44";"7";"10";"101";"7";"6";"2";"7";"4";"1";"0";"1";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aquibacter";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aquibacter"
"901";"1179";"53";"63";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Bacteria";"Verrucomicrobiota";"Chlamydiae";"Chlamydiales";NA;NA;"Bacteria";"Chlamydiae";"Chlamydiae";"Chlamydiales";NA;NA
"1";"1";"7";"3";"1";"6";"20";"74";"573";"0";"0";"160";"200";"35";"8";"33";"82";"226";"421";"142";"6";"14";"58";"36";"14";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"1";"4";"92";"256";"199";"77";"3";"65";"8";"12";"58";"20";"37";"33";"78";"5";"21";"104";"5";"14";"95";"144";"194";"11";"213";"301";"8";"16";"0";"0";"19";"24";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella"
"0";"0";"0";"0";"0";"0";"66";"203";"900";"0";"0";"8";"165";"5";"0";"2";"2";"207";"429";"8";"2";"3";"31";"1";"0";"1";"80";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"1";"3";"2";"609";"325";"4";"0";"209";"0";"1";"146";"5";"12";"4";"10";"69";"371";"0";"0";"0";"340";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Pseudahrensia";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";NA
"0";"0";"0";"0";"0";"0";"11";"37";"928";"0";"0";"35";"17";"38";"11";"12";"9";"317";"458";"7";"0";"17";"96";"0";"33";"68";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Deinococcota";"Deinococci";"Deinococcales";"Trueperaceae";"Truepera";"Bacteria";"Deinococcus-Thermus";"Deinococci";"Deinococcales";"Trueperaceae";"Truepera"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"14";"15";"515";"4";"7";"46";"2";"7";"7";"1422";"25";"25";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"1093";"822";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"0";"0";"0";"0";"1";"0";"4";"11";"0";"0";"0";"0";"0";"756";"4";"2";"3";"16";"20";"0";"0";"1";"8";"5";"0";"0";"1234";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"331";"566";"271";"459";"113";"299";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"3";"4";"0";"1";"0";"1";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"JTB23";NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"JTB23";NA;NA
"455";"533";"244";"312";"206";"293";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aquibacter";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aquibacter"
"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"359";"705";"14";"288";"619";"19";"9";"0";"0";"1";"1";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Vibrionales";"Vibrionaceae";"Enterovibrio";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Vibrionales";"Vibrionaceae";"Enterovibrio"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"64";"0";"0";"1";"1";"0";"1";"0";"3";"1";"1";"0";"2";"11";"1";"0";"1";"411";"511";"16";"349";"477";"51";"16";"0";"0";"5";"11";"Bacteria";"Fusobacteriota";"Fusobacteriia";"Fusobacteriales";"Fusobacteriaceae";"Cetobacterium";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Fusobacteriaceae";"Cetobacterium"
"0";"0";"0";"0";"0";"0";"0";"0";"1811";"2";"0";"100";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Arenicellales";"Arenicellaceae";"Arenicella";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Arenicellales";"Arenicellaceae";"Arenicella"
"58";"97";"530";"920";"107";"172";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"1";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"3";"1";"0";"0";"1";"0";"0";"0";"1";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Kangiellaceae";"Aliikangiella";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Kangiellaceae";"Aliikangiella"
"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"958";"0";"0";"3";"0";"0";"4";"0";"6";"4";"1";"0";"0";"907";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"56";"489";"19";"43";"747";"393";"0";"0";"35";"61";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"SAR11_clade";"Clade_IV";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"SAR11_clade";"Clade_IV";NA
"0";"0";"0";"0";"1";"0";"1";"0";"58";"824";"541";"14";"0";"54";"2";"3";"5";"101";"127";"3";"0";"7";"20";"15";"4";"5";"68";"2";"1";"1";"1";"0";"2";"0";"0";"1";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"492";"3";"1";"628";"719";"0";"0";"1";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"NS5_marine_group";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"NS5_marine_group"
"429";"674";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"218";"0";"0";"74";"1";"1";"29";"8";"2";"10";"258";"0";"0";"139";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Phormidesmiales";"Phormidesmiaceae";"Acrophormium_PCC-7375";"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Phormidesmiales";"Phormidesmiaceae";"Acrophormium_PCC-7375"
"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"2";"13";"10";"0";"0";"35";"14";"41";"0";"507";"1184";"5";"1";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"0";"2";"1";"1";"0";"2";"8";"21";"1";"0";"0";"0";"0";"342";"8";"17";"1";"309";"466";"0";"0";"28";"194";"10";"0";"1";"405";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Spongiibacteraceae";NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Spongiibacteraceae";NA
"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"27";"0";"189";"8";"21";"271";"0";"2";"87";"82";"0";"0";"850";"0";"5";"207";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Geitlerinemaceae";"Geitlerinema_PCC-7105";"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Nostocales";"Geitlerinemaceae";"Geitlerinema_PCC-7105"
"0";"0";"0";"0";"0";"0";"0";"0";"1";"263";"212";"1";"0";"2";"0";"0";"1";"0";"3";"1";"7";"0";"0";"3";"0";"0";"0";"228";"338";"4";"272";"390";"16";"3";"0";"0";"1";"2";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Tenacibaculum";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Tenacibaculum"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"2";"0";"0";"0";"0";"1";"16";"0";"0";"0";"933";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Cribrihabitans";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"0";"0";"0";"1";"6";"4";"8";"31";"508";"17";"5";"104";"57";"68";"8";"10";"44";"126";"268";"25";"59";"24";"118";"112";"1";"6";"101";"1";"2";"0";"4";"6";"2";"1";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"UBA10353_marine_group";NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"UBA10353_marine_group";NA;NA
"0";"0";"0";"0";"0";"0";"7";"23";"0";"778";"565";"0";"0";"17";"2";"1";"0";"22";"29";"0";"32";"0";"7";"0";"0";"0";"232";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Rubritaleaceae";"Roseibacillus";"Bacteria";"Verrucomicrobia";"Verrucomicrobiae";"Verrucomicrobiales";"Rubritaleaceae";"Roseibacillus"
"3";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"564";"857";"9";"103";"159";"2";"3";"0";"0";"3";"4";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Alteromonadales";"Pseudoalteromonadaceae";"Psychrosphaera";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Alteromonadales";"Pseudoalteromonadaceae";"Psychrosphaera"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"964";"745";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Mesoflavibacter";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Mesoflavibacter"
"666";"1013";"4";"0";"1";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"376";"554";"320";"401";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aquimarina";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aquimarina"
"10";"17";"2";"4";"3";"8";"0";"0";"3";"0";"0";"7";"2";"117";"1";"9";"144";"60";"137";"534";"9";"0";"7";"584";"1";"5";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"1";"0";"0";"1";"0";"0";"21";"29";"3";"0";"0";"1";"0";"0";"0";"0";"0";"1";"2";"0";"1611";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Planctomycetota";"Planctomycetes";"Pirellulales";"Pirellulaceae";"Blastopirellula";"Bacteria";"Planctomycetes";"Planctomycetacia";"Pirellulales";"Pirellulaceae";"Blastopirellula"
"0";"0";"0";"0";"0";"0";"15";"33";"505";"228";"169";"98";"15";"71";"18";"30";"75";"11";"13";"102";"83";"3";"6";"37";"4";"2";"81";"3";"12";"3";"7";"15";"10";"9";"0";"0";"5";"9";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Chloroplast";NA;NA;"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Chloroplast";NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"987";"675";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Arenicellales";"Arenicellaceae";"HTCC5015"
"0";"0";"0";"0";"0";"0";"3";"4";"1614";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"5";"4";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"0";"0";"0";"0";"0";"0";"1";"2";"235";"0";"1";"2";"4";"218";"5";"10";"60";"228";"443";"21";"1";"23";"128";"144";"25";"89";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";"P3OB-42";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"P3OB-42";NA
"0";"0";"0";"0";"0";"0";"0";"0";"700";"0";"0";"69";"202";"0";"17";"50";"3";"147";"326";"0";"0";"17";"85";"1";"0";"1";"14";"1";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"32";"201";"54";"0";"0";"202";"0";"0";"145";"252";"0";"0";"112";"0";"0";"89";"0";"0";"169";"0";"0";"65";"46";"0";"0";"0";"0";"Archaea";"Halobacterota";"Methanomicrobia";"Methanomicrobiales";"Methanospirillaceae";"Methanospirillum";"Archaea";"Euryarchaeota";"Methanomicrobia";"Methanomicrobiales";"Methanospirillaceae";"Methanospirillum"
"1";"0";"0";"0";"0";"0";"0";"7";"63";"32";"19";"143";"201";"48";"7";"7";"72";"208";"277";"178";"10";"48";"177";"88";"0";"4";"19";"6";"6";"0";"1";"3";"0";"1";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aurantivirga";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"30";"26";"22";"36";"16";"25";"0";"0";"54";"0";"2";"92";"20";"165";"4";"3";"75";"35";"92";"538";"33";"5";"16";"225";"6";"30";"54";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";NA;"Bacteria";"Actinobacteria";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"3";"465";"2";"3";"486";"632";"0";"0";"2";"4";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"NS4_marine_group";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"NS4_marine_group"
"69";"225";"47";"131";"40";"135";"0";"0";"3";"12";"1";"20";"20";"170";"7";"31";"109";"24";"65";"74";"40";"2";"16";"337";"0";"8";"5";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"1";"6";"0";"4";"0";"1";"0";"1";"107";"22";"2";"225";"127";"53";"9";"33";"103";"61";"185";"195";"29";"11";"60";"207";"11";"71";"2";"0";"1";"1";"11";"53";"1";"0";"0";"0";"0";"1";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Thalassobius";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Thalassobius"
"169";"252";"132";"180";"55";"81";"0";"0";"31";"0";"0";"45";"25";"36";"14";"18";"1";"120";"184";"3";"74";"3";"10";"7";"1";"11";"0";"14";"20";"0";"42";"52";"8";"3";"0";"0";"0";"0";"Archaea";"Crenarchaeota";"Nitrososphaeria";"Nitrosopumilales";"Nitrosopumilaceae";"Candidatus_Nitrosopumilus";"Archaea";"Thaumarchaeota";"Nitrososphaeria";"Nitrosopumilales";"Nitrosopumilaceae";"Candidatus_Nitrosopumilus"
"1";"3";"0";"0";"0";"0";"1";"1";"84";"0";"0";"37";"14";"21";"48";"58";"250";"50";"76";"137";"25";"28";"161";"515";"17";"39";"2";"5";"1";"0";"3";"5";"0";"1";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methyloligellaceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methyloligellaceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"17";"25";"359";"17";"13";"631";"476";"0";"0";"13";"29";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"AEGEAN-169_marine_group";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"AEGEAN-169_marine_group";NA
"0";"0";"0";"1";"0";"0";"1";"0";"3";"2";"4";"2";"0";"7";"0";"0";"3";"0";"0";"0";"2";"0";"0";"1";"0";"0";"1";"103";"110";"13";"485";"822";"4";"4";"0";"0";"4";"4";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Stappiaceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"51";"698";"563";"5";"3";"31";"0";"0";"7";"0";"0";"1";"3";"0";"0";"21";"0";"0";"132";"2";"11";"0";"20";"24";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
